SampleID	CollectionDate	Subj_Certainty	Subject	n_16s_extract	n_16s_sample	ExtractID	ExtractDate	ExtractConc	ExtractedBy	ExtractKit	ExtractBox	ExtractNotes
HDZ-371	2024-04-04	yes	Warble	1	1	HDZ-371-E1	2024-08-07	22	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-372	2024-04-06	yes	Culi	1	1	HDZ-372-E1	2024-08-07	26	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-373	2024-03-08	yes	Culi	1	1	HDZ-373-E1	2024-08-07	11	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-374	2024-04-22	yes	Warble	1	1	HDZ-374-E1	2024-08-22	56	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-375	2024-04-05	yes	Culi	1	1	HDZ-375-E1	2024-08-22	36	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-376	2024-04-03	yes	Warble	1	1	HDZ-376-E1	2024-08-22	48	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-377	2024-04-03	yes	Culi	1	1	HDZ-377-E1	2024-08-22	38	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-378	2024-04-06	yes	Warble	1	1	HDZ-378-E1	2024-08-22	14	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-379	2024-04-12	yes	Warble	1	1	HDZ-379-E1	2024-08-22	57	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-380	2024-04-23	yes	Warble	1	1	HDZ-380-E1	2024-08-22	15	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-381	2024-04-07	yes	Culi	1	1	HDZ-381-E1	2024-08-23	13	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-382	2024-03-09	yes	Warble	1	1	HDZ-382-E1	2024-08-23	9.7	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-383	2024-03-09	yes	Culi	1	1	HDZ-383-E1	2024-08-19	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-384	2024-03-11	yes	Culi	1	1	HDZ-384-E1	2024-08-19	41	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-385	2024-03-14	yes	Warble	1	1	HDZ-385-E1	2024-08-19	87	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-386	2024-04-22	yes	Culi	1	1	HDZ-386-E1	2024-08-19	33	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-387	2024-04-01	yes	Warble	1	1	HDZ-387-E1	2024-08-19	46	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-388	2024-04-01	yes	Culi	1	1	HDZ-388-E1	2024-08-19	63	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-389	2024-03-04	yes	Culi	1	1	HDZ-389-E1	2024-08-19	84	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-390	2024-03-26	yes	Culi	1	1	HDZ-390-E1	2024-08-19	18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-391	2024-03-23	yes	Warble	1	1	HDZ-391-E1	2024-08-19	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-392	2024-03-19	yes	Culi	1	1	HDZ-392-E1	2024-08-19	7.3	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-393	2024-03-17	yes	Warble	1	1	HDZ-393-E1	2024-08-19	29	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-394	2024-02-01	yes	Culi	1	1	HDZ-394-E1	2024-08-19	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-395	2024-03-05	yes	Culi	1	1	HDZ-395-E1	2024-08-19	65	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-396	2024-03-12	yes	Culi	1	1	HDZ-396-E1	2024-08-19	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-397	2024-03-07	no	Unknown	1	1	HDZ-397-E1	2024-08-19	80	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-398	2024-03-07	yes	Culi	1	1	HDZ-398-E1	2024-08-23	21	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-399	2024-03-06	yes	Warble	1	1	HDZ-399-E1	2024-08-23	40	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-400	2024-03-06	yes	Culi	1	1	HDZ-400-E1	2024-08-23	44	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-401	2024-04-02	yes	Culi	1	1	HDZ-401-E1	2024-08-23	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-402	2024-03-31	yes	Warble	1	1	HDZ-402-E1	2024-08-23	20	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-403	2024-03-30	yes	Warble	1	1	HDZ-403-E1	2024-08-23	4.1	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-405	2024-03-23	yes	Culi	1	1	HDZ-405-E1	2024-08-23	39	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-406	2024-03-22	yes	Warble	1	1	HDZ-406-E1	2024-08-23	38	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-407	2024-03-15	yes	Warble	1	1	HDZ-407-E1	2024-08-23	18	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-408	2024-03-15	yes	Culi	1	1	HDZ-408-E1	2024-08-23	63	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-409	2024-03-12	yes	Warble	1	1	HDZ-409-E1	2024-08-23	30	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-410	2024-02-26	yes	Warble	1	1	HDZ-410-E1	2024-09-06	62	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-411	2024-02-01	yes	Warble	1	1	HDZ-411-E1	2024-09-06	45	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-412	2024-07-01	yes	Warble	1	1	HDZ-412-E1	2024-08-27	44	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-413	2024-06-30	yes	Warble	1	1	HDZ-413-E1	2024-08-27	72	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-414	2024-06-26	yes	Warble	1	1	HDZ-414-E1	2024-08-27	88	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-415	2024-06-24	no	Warble	1	1	HDZ-415-E1	2024-07-26	98	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-416	2024-06-21	yes	Warble	1	1	HDZ-416-E1	2024-07-26	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-417	2024-06-23	yes	Warble	1	1	HDZ-417-E1	2024-07-26	57	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-418	2024-06-27	yes	Warble	1	1	HDZ-418-E1	2024-08-30	63	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-419	2024-06-25	yes	Warble	1	1	HDZ-419-E1	2024-08-30	76	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-420	2024-06-19	yes	Warble	1	1	HDZ-420-E1	2024-07-26	71	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-421	2024-06-18	no	Unknown	1	1	HDZ-421-E1	2024-07-26	34	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-422	2024-06-16	yes	Warble	1	1	HDZ-422-E1	2024-07-26	107	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-423	2024-06-17	yes	Warble	1	1	HDZ-423-E1	2024-07-26	77	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4	
HDZ-424	2024-05-13	yes	Warble	1	1	HDZ-424-E1	2024-08-06	43	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-425	2024-05-08	yes	Warble	1	1	HDZ-425-E1	2024-08-06	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-426	2024-05-08	yes	Culi	1	1	HDZ-426-E1	2024-08-06	41	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-427	2024-06-07	yes	Warble	1	1	HDZ-427-E1	2024-08-30	91	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-428	2024-06-12	yes	Warble	1	1	HDZ-428-E1	2024-09-04	32	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-429	2024-06-16	no	Culi	1	1	HDZ-429-E1	2024-09-04	28	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-430	2024-05-11	yes	Culi	1	1	HDZ-430-E1	2024-08-06	100	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-431	2024-05-07	yes	Warble	1	1	HDZ-431-E1	2024-08-06	21	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-432	2024-05-04	yes	Warble	1	1	HDZ-432-E1	2024-08-06	40	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-433	2024-05-07	yes	Culi	1	1	HDZ-433-E1	2024-08-06	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-434	2024-05-09	yes	Culi	1	1	HDZ-434-E1	2024-08-06	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-435	2024-06-11	yes	Warble	1	1	HDZ-435-E1	2024-09-04	79	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-436	2024-06-04	yes	Warble	1	1	HDZ-436-E1	2024-09-04	78	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-437	2024-05-04	yes	Culi	1	1	HDZ-437-E1	2024-08-06	72	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-438	2024-05-03	yes	Culi	1	1	HDZ-438-E1	2024-08-06	25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-439	2024-05-03	yes	Warble	1	1	HDZ-439-E1	2024-08-06	50	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-440	2024-05-09	yes	Warble	1	1	HDZ-440-E1	2024-08-06	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-441	2024-06-09	yes	Warble	1	1	HDZ-441-E1	2024-08-28	44	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-442	2024-05-12	yes	Culi	1	1	HDZ-442-E1	2024-08-06	66	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-443	2024-05-12	yes	Warble	1	1	HDZ-443-E1	2024-08-06	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-444	2024-05-10	yes	Culi	1	1	HDZ-444-E1	2024-08-06	51	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-445	2024-05-13	yes	Culi	1	1	HDZ-445-E1	2024-08-15	91	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-446	2024-06-03	yes	Warble	1	1	HDZ-446-E1	2024-08-28	27	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-447	2024-06-05	yes	Warble	1	1	HDZ-447-E1	2024-08-28	58	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-448	2024-05-01	yes	Warble	1	1	HDZ-448-E1	2024-08-15	99	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-449	2024-04-30	yes	Warble	1	1	HDZ-449-E1	2024-08-15	9.8	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5	
HDZ-450	2024-04-27	yes	Culi	1	1	HDZ-450-E1	2024-08-26	60	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-451	2024-04-27	yes	Warble	1	1	HDZ-451-E1	2024-08-28	32	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-452	2024-04-29	yes	Culi	1	1	HDZ-452-E1	2024-08-28	9.3	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-453	2024-04-29	yes	Warble	1	1	HDZ-453-E1	2024-08-28	48	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-454	2024-07-27	yes	Warble	1	1	HDZ-454-E1	2024-08-28	72	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-455	2024-07-24	yes	Warble	1	1	HDZ-455-E1	2024-08-28	25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-456	2024-07-22	yes	Warble	1	1	HDZ-456-E1	2024-08-28	39	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-457	2024-07-21	yes	Warble	1	1	HDZ-457-E1	2024-08-28	66	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-458	2024-07-19	yes	Warble	1	1	HDZ-458-E1	2024-09-04	47	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-459	2024-07-18	yes	Warble	1	1	HDZ-459-E1	2024-09-04	88	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-460	2024-07-25	yes	Warble	1	1	HDZ-460-E1	2024-09-04	50	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-461	2024-07-20	yes	Warble	1	1	HDZ-461-E1	2024-09-12	19	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-462	2024-07-14	no	Warble	1	1	HDZ-462-E1	2024-09-12	37	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-463	2024-07-13	yes	Warble	1	1	HDZ-463-E1	2024-09-12	46	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-464	2024-06-11	yes	Warble	1	1	HDZ-464-E1	2024-09-12	36	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-465	2024-07-09	yes	Warble	1	1	HDZ-465-E1	2024-09-12	36	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-466	2024-07-23	no	Warble	1	1	HDZ-466-E1	2024-09-13	46	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-467	2024-07-15	yes	Warble	1	1	HDZ-467-E1	2024-09-09	10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-468	2024-07-07	yes	Warble	1	1	HDZ-468-E1	2024-09-09	43	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-469	2024-07-06	yes	Warble	1	1	HDZ-469-E1	2024-09-09	51	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-470	2024-07-05	yes	Warble	1	1	HDZ-470-E1	2024-09-09	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-473	2024-07-08	yes	Warble	1	1	HDZ-473-E1	2024-09-13	80	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-474	2024-06-15	yes	Warble	1	1	HDZ-474-E1	2024-09-24	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-475	2024-06-08	yes	Warble	1	1	HDZ-475-E1	2024-09-24	75	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-476	2024-08-08	yes	Warble	1	1	HDZ-476-E1	2024-09-25	49	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-477	2024-08-06	yes	Warble	1	1	HDZ-477-E1	2024-09-25	73	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-478	2024-08-11	yes	Warble	1	1	HDZ-478-E1	2024-09-25	48	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-479	2024-08-28	yes	Warble	1	1	HDZ-479-E1	2024-09-25	56	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-480	2024-09-04	yes	Warble	1	1	HDZ-480-E1	2024-09-25	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-481	2024-09-08	yes	Warble	1	1	HDZ-481-E1	2024-09-25	51	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6	
HDZ-482	2024-07-30	yes	Warble	1	1	HDZ-482-E1	2024-09-25	68	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-483	2024-08-02	yes	Warble	1	1	HDZ-483-E1	2024-09-25	78	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-484	2024-08-12	yes	Warble	1	1	HDZ-484-E1	2024-09-25	103	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-485	2024-08-26	yes	Warble	1	1	HDZ-485-E1	2024-09-25	61	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-486	2024-09-13	yes	Warble	1	1	HDZ-486-E1	2024-09-25	46	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-487	2024-09-07	yes	Warble	1	1	HDZ-487-E1	2024-09-27	47	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-488	2024-07-31	yes	Warble	1	1	HDZ-488-E1	2024-09-27	59	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-489	2024-08-03	yes	Warble	1	1	HDZ-489-E1	2024-09-27	85	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-490	2024-08-13	yes	Warble	1	1	HDZ-490-E1	2024-09-27	89	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-491	2024-08-25	yes	Warble	1	1	HDZ-491-E1	2024-10-01	24	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-492	2024-09-01	yes	Warble	1	1	HDZ-492-E1	2024-10-01	7.4	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-493	2024-09-06	yes	Warble	1	1	HDZ-493-E1	2024-10-01	57	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-494	2024-08-05	yes	Warble	1	1	HDZ-494-E1	2024-10-01	76	SA/TR	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-495	2024-08-04	yes	Warble	1	1	HDZ-495-E1	2024-10-01	27	SA/TR	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-496	NA	yes	Warble	1	1	HDZ-496-E1	2024-10-01	17	SA/TR	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-497	2024-08-19	yes	Warble	1	1	HDZ-497-E1	2024-10-02	36	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-498	2024-08-31	yes	Warble	1	1	HDZ-498-E1	2024-10-02	49	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-499	2024-09-05	yes	Warble	1	1	HDZ-499-E1	2024-10-02	46	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-500	2024-08-09	yes	Warble	1	1	HDZ-500-E1	2024-10-02	67	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-501	2024-08-14	yes	Warble	1	1	HDZ-501-E1	2024-10-02	74	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-502	2024-08-17	yes	Warble	1	1	HDZ-502-E1	2024-10-08	6.3	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-503	2024-08-24	yes	Warble	1	1	HDZ-503-E1	2024-10-08	8.8	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-504	2024-08-30	yes	Warble	1	1	HDZ-504-E1	2024-10-08	6.2	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-505	2024-09-02	yes	Warble	0	0	HDZ-505-E1	2024-10-08	0.7	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-506	2024-08-25	yes	Warble	1	1	HDZ-506-E1	2024-10-08	8.9	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-507	2024-08-16	yes	Warble	1	1	HDZ-507-E1	2024-10-08	9	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-508	2024-08-22	yes	Warble	1	1	HDZ-508-E1	2024-10-08	3.1	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-509	2024-08-27	yes	Warble	1	1	HDZ-509-E1	2024-10-08	10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-510	2024-08-29	yes	Warble	1	1	HDZ-510-E1	2024-10-08	7.8	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-511	2024-09-21	yes	Warble	0	0	HDZ-511-E1	2024-11-13	100	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-513	2024-09-23	yes	Warble	0	0	HDZ-513-E1	2024-11-13	9	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-514	2024-09-22	yes	Warble	0	0	HDZ-514-E1	2024-11-13	100	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-517	2024-09-04	yes	Warble	1	1	HDZ-517-E1	2024-10-08	5.2	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-518	2024-09-20	yes	Warble	0	0	HDZ-518-E1	2024-11-15	79	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-521	2024-09-25	yes	Warble	0	0	HDZ-521-E1	2024-11-15	76	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-522	2024-09-15	yes	Warble	1	1	HDZ-522-E1	2024-10-08	7.1	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-525	2024-09-14	yes	Warble	1	1	HDZ-525-E1	2024-10-08	11	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
HDZ-526	2024-09-16	yes	Warble	0	0	HDZ-526-E1	2024-10-08	7.2	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7	
